,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,roledepartament,remotework
1319,39,no,non-travel,811.0555555555557,,1,3,,1320,3,F,101.38194444444446,3,3,manufacturing director,3,single,6550.83,17032.17,4,yes,14,,4,part time,0,10.0,4,,1,,0,0,1985,78610.0,,si
1320,30,no,non-travel,272.5873015873016,,10,3,,1321,3,M,,3,1,sales representative,3,single,2201.67,5724.33,1,no,11,3.0,3,part time,0,1.0,6,,1,,0,0,1994,26420.0,,no
1321,36,no,non-travel,556.2566609977324,,2,4,,1322,4,F,,3,2,healthcare representative,1,divorced,4492.84,11681.39,2,no,11,3.0,1,part time,1,16.0,2,4.0,1,,0,0,1988,53914.11,,
1322,39,no,travel_rarely,290.03550973654063,,2,5,medical,1323,4,M,,3,1,research scientist,3,married,2342.59,6090.75,6,yes,13,3.0,2,,1,,0,1.0,1,,0,1,1985,28111.08,,
1323,35,no,travel_rarely,528.3571428571429,,8,5,life sciences,1324,2,F,,3,2,manufacturing director,1,,4267.5,11095.5,3,no,14,3.0,3,part time,1,,3,,0,,0,0,1989,51210.0,,si
1324,24,yes,non-travel,290.03550973654063,,6,3,life sciences,1325,3,M,,4,1,laboratory technician,1,,2342.59,6090.75,1,yes,21,4.0,3,,2,1.0,2,3.0,0,,0,0,2000,28111.08,,
1325,25,no,non-travel,277.95238095238096,,9,3,life sciences,1326,3,M,,2,1,laboratory technician,2,divorced,2245.0,5837.0,1,no,11,3.0,3,part time,3,,4,3.0,1,,0,0,1999,26940.0,,
1326,30,yes,travel_rarely,290.03550973654063,,1,2,life sciences,1327,2,F,,2,1,laboratory technician,1,married,2342.59,6090.75,1,,11,3.0,4,part time,1,1.0,1,3.0,1,,0,0,1994,28111.13,,si
1327,41,no,travel_frequently,525.5714285714286,,16,4,medical,1328,1,M,,2,2,laboratory technician,3,,4245.0,11037.0,6,no,14,3.0,4,part time,0,10.0,6,3.0,1,,0,0,1983,50940.0,,si
1328,31,no,travel_rarely,556.2566609977324,research & development,2,3,,1329,3,F,,2,2,manufacturing director,4,single,4492.84,11681.39,5,,24,4.0,2,part time,0,12.0,4,2.0,0,,0,0,1993,53914.11,manufacturing director  -  research & development,si
1329,46,no,non-travel,234.6190476190476,,2,3,,1330,2,F,29.32738095238096,2,1,research scientist,3,,1895.0,4927.0,1,no,14,3.0,4,part time,0,1.0,3,3.0,1,,0,0,1978,22740.0,,
1330,28,no,non-travel,290.03550973654063,,3,3,medical,1331,4,M,36.25443871706758,3,1,research scientist,4,married,2342.59,6090.75,1,,11,3.0,3,part time,3,0.0,6,2.0,0,,0,0,1996,28111.13,,
1331,38,no,non-travel,556.2566609977324,,16,4,marketing,1332,4,M,,2,2,sales executive,3,,4492.84,11681.39,4,,19,,4,part time,2,9.0,2,3.0,1,,0,0,1986,53914.11,,
1332,33,no,non-travel,238.7460317460317,,1,3,life sciences,1333,4,M,,3,1,laboratory technician,4,divorced,1928.33,5013.67,0,no,12,,2,part time,1,4.0,2,3.0,3,,0,2,1991,23140.0,,si
1333,54,no,travel_rarely,1582.7713464696226,,8,3,marketing,1334,1,M,,3,4,sales executive,4,married,12783.92,33238.2,5,,14,3.0,3,full time,1,28.0,3,3.0,2,,2,2,1970,153407.07,,
1334,38,no,non-travel,1032.4872861766066,,19,2,,1335,1,M,,3,3,sales executive,2,single,8339.32,21682.23,1,yes,13,3.0,4,part time,0,,2,3.0,10,,0,9,1986,100071.84,,
1335,33,yes,travel_rarely,290.03550973654063,,25,4,,1336,1,M,,3,1,laboratory technician,4,,2342.59,6090.75,1,,24,4.0,3,part time,0,1.0,2,1.0,1,,0,1,1991,28111.13,,si
1336,59,yes,travel_frequently,245.5555555555556,,2,1,,1337,4,M,,2,1,laboratory technician,4,divorced,1983.33,5156.67,9,,14,3.0,4,part time,1,3.0,3,2.0,1,,0,0,1965,23800.0,,
1337,44,no,travel_rarely,556.2566609977324,,8,3,,1338,1,F,,3,2,manufacturing director,2,divorced,4492.84,11681.39,4,no,21,4.0,3,part time,1,4.0,2,4.0,1,,0,0,1980,53914.11,,no
1338,22,yes,travel_rarely,290.03550973654063,research & development,18,1,other,1339,4,F,,3,1,research scientist,4,single,2342.59,6090.75,1,no,19,,1,part time,0,,3,2.0,1,,0,0,2002,28111.13,research scientist  -  research & development,
1339,35,no,non-travel,207.1746031746032,,48,3,life sciences,1340,4,M,,3,1,laboratory technician,2,,1673.33,4350.67,1,no,14,3.0,2,part time,2,1.0,3,3.0,1,,1,0,1989,20080.0,,
1340,59,no,non-travel,1088.6984126984128,,5,3,,1341,3,F,,2,3,healthcare representative,2,divorced,8793.33,22862.67,2,,13,,4,full time,1,24.0,3,3.0,6,,0,4,1965,105520.0,,
1341,49,no,non-travel,233.07142857142856,,20,4,medical,1342,4,M,,3,1,research scientist,3,married,1882.5,4894.5,4,,17,3.0,1,part time,2,13.0,2,2.0,0,,0,0,1975,22590.0,,no
1342,33,no,non-travel,290.03550973654063,,1,3,life sciences,1343,3,F,,2,1,laboratory technician,2,married,2342.59,6090.75,6,no,20,,3,part time,0,5.0,3,3.0,3,,0,2,1991,28111.13,,
1343,26,yes,non-travel,248.96031746031747,,19,2,marketing,1344,3,M,,2,1,sales representative,2,married,2010.83,5228.17,1,yes,18,,3,part time,3,,2,3.0,1,,0,0,1998,24130.0,,
1344,41,no,non-travel,1032.4872861766066,sales,10,4,marketing,1345,1,M,129.06091077207583,2,3,sales executive,2,divorced,8339.32,21682.23,2,no,12,3.0,2,part time,1,11.0,2,2.0,1,,0,0,1983,100071.84,sales executive  -  sales,si
1345,20,yes,non-travel,218.8333333333333,,21,3,other,1346,4,M,27.354166666666668,2,1,sales representative,2,single,1767.5,4595.5,1,yes,13,3.0,2,part time,0,1.0,3,4.0,1,,0,0,2004,21210.0,,
1346,21,yes,travel_rarely,290.03550973654063,research & development,4,3,technical degree,1347,1,M,,3,1,laboratory technician,1,single,2342.59,6090.75,1,,19,3.0,2,part time,0,1.0,2,3.0,1,,0,0,2003,28111.13,laboratory technician  -  research & development,
1347,34,no,travel_rarely,556.2566609977324,,1,3,,1348,2,F,,2,2,healthcare representative,4,,4492.84,11681.39,0,,14,3.0,1,part time,0,6.0,3,3.0,5,,1,4,1990,53914.11,,
1348,59,yes,travel_rarely,255.7698412698413,,2,3,,1349,4,M,,3,1,research scientist,3,single,2065.83,5371.17,4,no,24,4.0,1,part time,0,7.0,4,3.0,1,,0,0,1965,24790.0,,no
1349,41,yes,non-travel,1361.2857142857142,,24,3,,1350,2,F,,4,4,sales executive,2,single,10995.0,28587.0,4,,16,3.0,4,full time,0,22.0,2,2.0,1,,0,0,1983,131940.0,,si
1350,30,yes,travel_rarely,290.03550973654063,,10,3,,1351,4,F,36.25443871706758,2,1,research scientist,1,single,2342.59,6090.75,6,yes,20,4.0,3,part time,0,3.0,5,3.0,0,,0,0,1994,28111.13,,si
1351,48,no,travel_rarely,429.515873015873,,18,2,life sciences,1352,4,F,,3,2,sales executive,4,single,3469.17,9019.83,1,yes,17,3.0,3,,0,9.0,0,3.0,9,,0,7,1976,41630.04,,no
1352,19,no,non-travel,290.03550973654063,,5,2,,1353,2,M,36.25443871706758,3,1,research scientist,4,,2342.59,6090.75,1,no,15,3.0,4,part time,0,,2,3.0,0,,0,0,2005,28111.13,,
1353,21,yes,non-travel,268.25396825396825,,16,3,medical,1354,4,F,33.53174603174603,2,1,research scientist,1,,2166.67,5633.33,1,yes,15,3.0,1,part time,0,1.0,2,3.0,1,,0,0,2003,26000.0,,no
1354,43,no,non-travel,1888.4047619047624,,5,2,,1355,4,M,,3,5,manager,3,,15252.5,39656.5,6,no,13,3.0,2,full time,0,21.0,3,4.0,1,,0,0,1981,183030.0,,
1355,51,no,travel_rarely,245.5555555555556,research & development,9,3,,1356,1,M,,3,1,laboratory technician,4,married,1983.33,5156.67,4,no,18,,2,,0,8.0,5,3.0,1,,0,0,1973,23799.96,laboratory technician  -  research & development,si
1356,38,yes,travel_rarely,492.8650793650794,,11,2,medical,1357,1,F,61.608134920634924,1,2,healthcare representative,2,,3980.83,10350.17,5,no,15,3.0,1,part time,0,15.0,2,1.0,1,,0,0,1986,47770.0,,si
1357,39,no,non-travel,556.2566609977324,,3,4,life sciences,1358,2,M,,3,2,sales executive,4,,4492.84,11681.39,8,yes,12,3.0,3,,0,19.0,1,3.0,1,,0,0,1985,53914.08,,no
1358,37,yes,non-travel,556.2566609977324,,15,3,,1359,1,M,,3,2,laboratory technician,3,divorced,4492.84,11681.39,7,,14,3.0,2,part time,1,9.0,3,2.0,1,,0,0,1987,53914.11,,
1359,29,no,travel_rarely,108.53968253968254,sales,10,1,medical,1360,4,M,,3,1,sales representative,2,married,87667.0,2279.33,1,no,22,4.0,2,,0,,5,3.0,1,,0,0,1995,10520.0,sales representative  -  sales,si
1360,44,no,non-travel,1032.4872861766066,,25,3,,1361,3,M,,2,3,sales executive,4,,8339.32,21682.23,5,no,13,3.0,3,part time,1,18.0,5,3.0,1,,0,0,1980,100071.84,,si
1361,22,yes,travel_rarely,290.03550973654063,research & development,10,3,,1362,3,F,,2,1,laboratory technician,1,single,2342.59,6090.75,1,no,13,,1,part time,0,1.0,6,2.0,1,,1,0,2002,28111.13,laboratory technician  -  research & development,
1362,52,yes,travel_rarely,253.91269841269843,,4,4,,1363,1,M,,3,1,research scientist,3,married,2050.83,5332.17,9,,12,,3,part time,3,18.0,2,4.0,10,,2,7,1972,24610.0,,no
1363,38,no,non-travel,556.2566609977324,sales,10,4,,1364,4,F,,2,2,sales executive,4,divorced,4492.84,11681.39,2,yes,14,,3,part time,3,8.0,5,3.0,1,,0,0,1986,53914.11,sales executive  -  sales,no
1364,29,yes,non-travel,267.8412698412698,research & development,1,3,medical,1365,1,M,,2,1,laboratory technician,2,divorced,2163.33,5624.67,1,no,15,,1,,2,,2,3.0,1,,0,0,1995,25960.0,laboratory technician  -  research & development,no
1365,51,yes,non-travel,487.8095238095239,,1,4,,1366,4,M,,3,2,sales executive,3,single,3940.0,10244.0,3,yes,14,3.0,4,part time,0,5.0,4,3.0,0,,0,0,1973,47280.0,,
1366,35,no,non-travel,290.03550973654063,,3,4,,1367,3,M,,2,1,research scientist,4,,2342.59,6090.75,3,no,17,3.0,4,part time,3,6.0,2,3.0,0,,0,0,1989,28111.13,,si
1367,39,no,travel_rarely,758.436507936508,,2,2,marketing,1368,4,M,,3,3,sales executive,2,single,6125.83,15927.17,7,no,16,3.0,3,part time,0,,2,3.0,1,,0,0,1985,73510.0,,
1368,43,no,non-travel,556.2566609977324,,29,3,,1369,2,M,,1,2,laboratory technician,4,,4492.84,11681.39,4,,19,3.0,1,part time,0,16.0,3,3.0,1,,0,0,1981,53914.11,,no
1369,19,yes,non-travel,290.03550973654063,,8,1,,1370,3,M,,3,1,laboratory technician,3,single,2342.59,6090.75,1,no,12,3.0,4,part time,0,,0,3.0,0,,0,0,2005,28111.13,,
1370,42,no,non-travel,491.73015873015873,,12,4,,1371,2,M,,3,1,laboratory technician,4,,3971.67,10326.33,3,yes,11,3.0,1,full time,1,6.0,4,,1,,0,0,1982,47660.0,,no
1371,36,no,travel_rarely,232.968253968254,research & development,1,4,medical,1372,4,M,,2,1,laboratory technician,3,,1881.67,4892.33,6,no,12,3.0,2,part time,1,,2,3.0,8,,1,7,1988,22580.0,laboratory technician  -  research & development,si
1372,33,no,non-travel,291.6746031746032,sales,2,1,,1373,3,F,,3,1,sales representative,1,,2355.83,6125.17,1,,12,3.0,3,full time,3,1.0,3,3.0,1,,0,0,1991,28270.0,sales representative  -  sales,
1373,23,yes,non-travel,294.35714285714283,,3,4,life sciences,1374,3,M,36.79464285714285,2,1,research scientist,4,married,2377.5,6181.5,0,yes,11,3.0,2,full time,1,1.0,5,3.0,0,,0,0,2001,28530.0,,
1374,45,no,non-travel,236.2698412698413,,26,3,,1375,2,M,,1,1,research scientist,3,single,1908.33,4961.67,2,no,13,,4,part time,0,6.0,3,3.0,0,,0,0,1979,22900.0,,
1375,42,yes,non-travel,217.3888888888889,,5,2,life sciences,1376,1,M,,2,1,research scientist,1,,1755.83,4565.17,6,no,17,3.0,1,part time,1,5.0,2,1.0,1,,0,0,1982,21070.0,,si
1376,41,no,travel_frequently,556.2566609977324,,2,4,,1377,2,M,,3,2,sales executive,2,,4492.84,11681.39,5,no,12,3.0,4,part time,3,,2,3.0,0,,0,0,1983,53914.11,,
1377,25,yes,non-travel,228.015873015873,,17,2,life sciences,1378,4,F,,3,1,laboratory technician,2,,1841.67,4788.33,1,,13,3.0,1,part time,1,1.0,3,1.0,1,,0,0,1999,22100.0,,si
1378,43,no,travel_frequently,1360.9761904761906,,26,5,medical,1379,1,F,,3,3,research director,1,married,10992.5,28580.5,3,yes,17,3.0,3,,0,,6,3.0,1,,0,0,1981,131910.0,,
1379,50,no,non-travel,1973.9841269841268,research & development,4,2,medical,1380,1,M,,2,5,manager,3,married,15943.72,41453.67,2,,13,,3,full time,1,23.0,2,4.0,1,,0,0,1974,191324.62,manager  -  research & development,
1380,49,no,travel_rarely,290.03550973654063,,2,2,technical degree,1381,4,M,,4,1,laboratory technician,2,single,2342.59,6090.75,5,,11,3.0,3,,0,7.0,4,2.0,1,,0,0,1975,28111.08,,
1381,30,no,travel_rarely,556.2566609977324,research & development,7,3,,1382,3,M,,3,2,healthcare representative,4,,4492.84,11681.39,1,,11,3.0,2,part time,2,6.0,2,3.0,6,,1,0,1994,53914.11,healthcare representative  -  research & development,
1382,49,no,non-travel,1884.4841269841272,research & development,1,3,life sciences,1383,4,M,,2,5,research director,4,single,15220.83,39574.17,6,no,12,3.0,3,,0,,3,4.0,1,,0,0,1975,182650.0,research director  -  research & development,
1383,35,no,non-travel,290.03550973654063,,20,3,technical degree,1384,3,F,36.25443871706758,4,1,research scientist,3,,2342.59,6090.75,0,no,17,3.0,4,part time,0,2.0,5,2.0,1,,0,0,1989,28111.13,,
1384,20,no,non-travel,290.03550973654063,,25,3,life sciences,1385,2,F,36.25443871706758,4,1,research scientist,4,single,2342.59,6090.75,1,,12,3.0,4,part time,0,1.0,2,3.0,1,,0,1,2004,28111.13,,
1385,24,no,non-travel,290.03550973654063,,1,2,,1386,4,M,36.25443871706758,3,1,research scientist,3,,2342.59,6090.75,1,no,22,4.0,4,part time,1,1.0,2,3.0,1,0.0,0,1,2000,28111.13,,
1386,26,yes,travel_frequently,115.34920634920636,,32,1,,1387,3,M,,1,1,sales representative,4,single,93167.0,2422.33,1,yes,14,,4,,0,1.0,4,3.0,1,,1,0,1998,1118004.0,,si
1387,43,no,non-travel,244.7301587301588,,34,4,medical,1388,2,F,,4,2,research scientist,2,married,1976.67,5139.33,6,yes,16,3.0,4,part time,0,18.0,2,3.0,1,,0,0,1981,23720.0,,no
1388,52,no,travel_frequently,292.8095238095238,,6,2,medical,1389,2,F,36.60119047619048,2,1,laboratory technician,3,single,2365.0,6149.0,0,,14,3.0,2,full time,0,8.0,6,2.0,7,,7,7,1972,28380.0,,
1389,46,no,travel_frequently,1863.436507936508,,25,3,medical,1390,2,F,,3,5,manager,2,,15050.83,39132.17,3,,22,4.0,3,full time,0,22.0,4,3.0,0,,0,0,1978,180610.0,,no
1390,28,no,non-travel,290.03550973654063,,11,3,medical,1391,3,F,,4,1,sales representative,4,married,2342.59,6090.75,8,,14,,2,part time,1,5.0,4,3.0,1,,0,0,1996,28111.13,,si
1391,19,no,non-travel,166.21428571428572,,1,3,,1392,4,F,,3,1,laboratory technician,4,single,1342.5,3490.5,1,,15,3.0,3,part time,0,0.0,5,4.0,0,,0,0,2005,16110.0,,no
1392,32,yes,travel_frequently,290.03550973654063,,2,3,,1393,3,F,,2,1,sales representative,4,single,2342.59,6090.75,7,no,14,3.0,3,part time,0,3.0,3,4.0,1,,0,0,1992,28111.13,,
1393,32,yes,travel_frequently,290.03550973654063,,1,4,life sciences,1394,2,F,,1,1,sales representative,3,single,2342.59,6090.75,1,,12,,2,part time,0,,3,3.0,1,,0,0,1992,28111.13,,no
1394,32,yes,travel_rarely,290.03550973654063,,8,3,life sciences,1395,1,F,,2,1,research scientist,2,,2342.59,6090.75,1,,12,3.0,3,part time,0,,3,4.0,1,,0,0,1992,28111.13,,
1395,28,no,travel_rarely,290.03550973654063,,11,1,life sciences,1396,2,M,36.25443871706758,3,1,laboratory technician,1,married,2342.59,6090.75,0,,14,3.0,2,part time,0,6.0,3,4.0,5,,1,4,1996,28111.13,,no
1396,40,yes,non-travel,290.03550973654063,,2,3,,1397,1,F,,2,1,laboratory technician,1,single,2342.59,6090.75,2,yes,23,4.0,2,,0,11.0,2,4.0,1,,0,0,1984,28111.13,,si
1397,45,no,travel_frequently,491.936507936508,,1,5,marketing,1398,1,F,,3,2,sales executive,3,married,3973.33,10330.67,7,,12,,3,part time,1,11.0,4,2.0,1,,0,0,1979,47680.0,,
1398,31,no,non-travel,131.44444444444446,research & development,25,3,,1399,2,M,,3,1,research scientist,3,,1061.67,2760.33,1,,13,3.0,2,part time,2,1.0,2,2.0,1,,0,0,1993,12740.0,research scientist  -  research & development,
1399,36,no,travel_rarely,248.031746031746,,26,1,life sciences,1400,4,M,,3,1,sales representative,3,,2003.33,5208.67,1,no,13,,1,part time,1,1.0,3,3.0,1,0.0,0,0,1988,24040.0,,si
1400,25,yes,travel_frequently,290.03550973654063,,9,3,,1401,2,M,36.25443871706758,3,1,laboratory technician,1,,2342.59,6090.75,2,,11,3.0,3,part time,0,,2,2.0,0,,0,0,1999,28111.13,,
1401,25,no,non-travel,209.75396825396828,,13,2,,1402,4,F,,3,1,sales representative,2,married,1694.17,4404.83,1,,13,3.0,3,part time,1,1.0,2,,1,,0,0,1999,20330.0,,
1402,29,yes,non-travel,264.23015873015873,,2,2,medical,1403,3,M,,2,1,laboratory technician,1,single,2134.17,5548.83,7,no,11,,3,part time,0,8.0,2,2.0,0,,0,0,1995,25610.0,,
1403,29,no,travel_rarely,161.26190476190476,,1,3,life sciences,1404,1,M,,2,1,research scientist,3,,1302.5,3386.5,1,,14,3.0,4,part time,1,1.0,2,1.0,1,,0,0,1995,15630.0,,
1404,34,no,non-travel,659.0793650793651,,8,5,,1405,4,M,,3,2,healthcare representative,3,,5323.33,13840.67,2,,17,3.0,1,,0,14.0,6,3.0,0,,0,0,1990,63879.96,,
1405,40,no,travel_rarely,864.1904761904763,,6,3,,1406,2,F,108.02380952380952,3,3,manufacturing director,2,single,6980.0,18148.0,4,,18,,4,part time,0,9.0,3,3.0,2,,2,2,1984,83760.0,,
1406,43,no,non-travel,499.468253968254,,2,3,medical,1407,3,M,,2,1,laboratory technician,2,married,4034.17,10488.83,4,,14,,2,full time,1,,3,,1,,0,0,1981,48410.0,,
1407,30,no,travel_rarely,290.03550973654063,,9,3,,1408,3,M,36.25443871706758,4,1,research scientist,3,married,2342.59,6090.75,6,no,18,3.0,1,part time,2,,2,2.0,1,0.0,0,0,1994,28111.13,,no
1408,36,no,travel_rarely,290.03550973654063,,1,3,,1409,4,M,,2,1,laboratory technician,1,,2342.59,6090.75,1,no,19,3.0,2,part time,0,,3,3.0,3,,1,2,1988,28111.13,,no
1409,36,yes,travel_rarely,213.984126984127,,14,3,,1410,1,F,,3,1,laboratory technician,1,,1728.33,4493.67,1,,12,3.0,4,,1,1.0,2,3.0,1,,0,0,1988,20739.96,,si
1410,35,no,non-travel,306.63492063492066,,13,4,medical,1411,1,M,,3,1,research scientist,4,single,2476.67,6439.33,1,,13,3.0,3,full time,0,,4,,1,,0,0,1989,29720.0,,no
1411,27,no,travel_rarely,290.03550973654063,,3,3,,1412,1,F,,3,1,research scientist,4,,2342.59,6090.75,1,,21,4.0,1,part time,0,1.0,5,3.0,1,,0,0,1997,28111.13,,
1412,37,no,travel_rarely,703.1349206349207,,1,4,life sciences,1413,2,F,,3,2,sales executive,3,single,5679.17,14765.83,6,no,13,3.0,1,full time,0,,5,3.0,1,,0,0,1987,68150.0,,si
1413,51,no,non-travel,1973.9841269841268,,24,3,marketing,1414,2,M,,3,5,manager,3,married,15943.72,41453.67,4,yes,16,,3,full time,1,,2,3.0,1,,0,0,1973,191324.62,,
1414,43,no,travel_rarely,1973.9841269841268,,9,2,,1415,4,M,,2,5,manager,4,,15943.72,41453.67,8,no,22,4.0,4,full time,0,24.0,2,3.0,1,,0,1,1981,191324.62,,
1415,36,no,non-travel,277.53968253968253,,7,2,life sciences,1416,3,M,,2,1,laboratory technician,4,,2241.67,5828.33,1,no,18,3.0,4,,1,,5,2.0,1,,0,1,1988,26900.04,,no
1416,47,no,travel_rarely,1812.468253968254,,1,4,life sciences,1417,4,M,226.5585317460317,4,4,manager,1,,14639.17,38061.83,1,,15,3.0,2,full time,0,27.0,5,1.0,26,,0,12,1977,175670.0,,no
1417,19,yes,travel_frequently,161.88095238095238,sales,3,2,medical,1418,2,F,,3,1,sales representative,4,single,1307.5,3399.5,1,yes,12,3.0,3,part time,0,0.0,2,4.0,0,,0,0,2005,15690.0,sales representative  -  sales,
1418,30,no,non-travel,431.9920634920635,,5,3,,1419,1,M,,2,2,sales executive,2,divorced,3489.17,9071.83,1,yes,13,,2,part time,1,10.0,3,2.0,10,,0,9,1994,41870.0,,
1419,32,no,non-travel,556.2566609977324,,5,4,life sciences,1420,1,F,,3,2,sales executive,4,,4492.84,11681.39,1,no,11,3.0,1,part time,2,10.0,2,,10,,0,2,1992,53914.11,,
1420,42,no,travel_rarely,1032.4872861766066,,23,2,,1421,4,M,129.06091077207583,3,3,sales executive,3,single,8339.32,21682.23,3,,16,3.0,4,part time,0,21.0,2,3.0,2,,0,2,1982,100071.84,,
1421,39,no,travel_rarely,341.09523809523813,,4,2,,1422,4,F,,3,1,laboratory technician,3,,2755.0,7163.0,7,,19,3.0,4,full time,1,7.0,5,,0,,0,0,1985,33060.0,,
1422,33,yes,travel_rarely,143.72222222222223,,2,4,life sciences,1423,4,M,,3,1,laboratory technician,2,single,1160.83,3018.17,1,no,12,3.0,1,part time,0,1.0,2,3.0,1,,0,0,1991,13930.0,,si
1423,61,no,non-travel,1122.8492063492065,,1,4,,1424,3,M,,1,3,healthcare representative,4,divorced,9069.17,23579.83,3,no,20,4.0,3,full time,1,19.0,2,4.0,1,,0,0,1963,108830.0,,no
1424,25,yes,non-travel,290.03550973654063,,22,1,,1425,4,M,,1,1,human resources,3,married,2342.59,6090.75,1,no,11,,3,,1,1.0,2,3.0,1,,0,0,1999,28111.08,,
1425,41,no,travel_rarely,556.2566609977324,,8,2,life sciences,1426,2,F,,3,2,manufacturing director,1,,4492.84,11681.39,2,yes,16,3.0,2,,1,18.0,3,3.0,1,,0,0,1983,53914.11,,
1426,31,no,travel_rarely,295.2857142857143,,21,1,,1427,2,M,,3,1,research scientist,4,married,2385.0,6201.0,1,no,12,3.0,2,,1,10.0,2,2.0,10,,0,8,1993,28620.0,,si
1427,48,no,non-travel,556.2566609977324,,2,4,marketing,1428,3,M,,3,2,sales executive,2,,4492.84,11681.39,7,no,11,3.0,4,part time,1,4.0,3,1.0,1,,0,0,1976,53914.11,,
1428,33,yes,travel_rarely,694.8809523809524,sales,1,2,,1429,1,M,,1,2,sales executive,2,single,5612.5,14592.5,6,,15,3.0,2,full time,0,10.0,2,3.0,0,,0,0,1991,67350.0,sales executive  -  sales,no
1429,46,no,travel_rarely,1006.5714285714288,,41,3,life sciences,1430,4,F,,1,3,human resources,3,married,8130.0,21138.0,4,,21,4.0,3,,2,9.0,2,4.0,5,,0,3,1978,97560.0,,
1430,35,no,non-travel,290.03550973654063,,2,4,,1431,4,M,,4,1,research scientist,4,married,2342.59,6090.75,0,yes,14,3.0,1,part time,3,6.0,3,3.0,5,,1,2,1989,28111.13,,no
1431,34,yes,non-travel,1032.4872861766066,,16,3,,1432,1,F,,3,3,sales executive,1,,8339.32,21682.23,2,yes,20,4.0,3,part time,0,,2,2.0,0,,0,0,1990,100071.84,,
1432,32,yes,travel_rarely,1032.4872861766066,,16,4,,1433,1,M,,3,3,sales executive,3,married,8339.32,21682.23,2,,13,3.0,1,,3,,2,3.0,1,,0,0,1992,100071.84,,
1433,30,no,travel_rarely,290.03550973654063,,4,3,technical degree,1434,4,F,,2,1,research scientist,1,divorced,2342.59,6090.75,1,,13,3.0,3,part time,1,,2,3.0,1,,0,0,1994,28111.13,,
1434,31,no,non-travel,546.2063492063493,,16,3,,1435,3,M,68.27579365079366,4,2,healthcare representative,3,married,4411.67,11470.33,3,no,16,3.0,3,part time,1,10.0,3,3.0,7,,1,7,1993,52940.0,,
1435,39,no,travel_rarely,556.2566609977324,,18,3,medical,1436,2,M,69.53208262471655,1,2,healthcare representative,4,married,4492.84,11681.39,3,,16,3.0,3,part time,1,,2,3.0,1,,1,0,1985,53914.11,,si
1436,44,yes,non-travel,251.43650793650792,,17,3,technical degree,1437,3,M,31.42956349206349,2,1,research scientist,3,,2030.83,5280.17,9,yes,16,3.0,4,part time,1,6.0,4,3.0,1,,0,0,1980,24370.0,,
1437,56,no,travel_rarely,1973.9841269841268,,44,3,,1438,3,M,,2,5,research director,1,married,15943.72,41453.67,8,no,12,3.0,2,full time,3,34.0,2,3.0,1,,0,0,1968,191324.62,,
1438,22,yes,non-travel,290.03550973654063,,7,1,marketing,1439,2,M,,3,1,sales representative,2,single,2342.59,6090.75,1,,13,3.0,2,,0,,3,3.0,1,,1,0,2002,28111.08,,
1439,23,yes,travel_rarely,290.03550973654063,,45,1,medical,1440,3,F,36.25443871706758,3,1,laboratory technician,1,,2342.59,6090.75,1,yes,17,3.0,3,part time,0,1.0,6,3.0,1,,0,0,2001,28111.13,,
1440,38,no,travel_rarely,420.0238095238095,,8,2,other,1441,3,M,,3,2,human resources,2,divorced,3392.5,8820.5,2,no,13,3.0,3,part time,0,19.0,4,2.0,10,,4,7,1986,40710.0,,si
1441,43,no,travel_rarely,556.2566609977324,,13,3,,1442,2,M,69.53208262471655,4,2,healthcare representative,1,married,4492.84,11681.39,5,no,18,,3,part time,2,10.0,2,2.0,0,,0,0,1981,53914.11,,
1442,19,no,non-travel,290.03550973654063,,14,3,,1443,2,F,,3,1,research scientist,3,single,2342.59,6090.75,1,,16,3.0,3,,0,0.0,4,1.0,0,,0,0,2005,28111.08,,
1443,32,yes,travel_rarely,304.984126984127,,18,5,human resources,1444,4,M,,4,1,human resources,1,married,2463.33,6404.67,0,no,17,3.0,3,full time,0,2.0,4,3.0,1,,0,0,1992,29560.0,,
1444,37,no,travel_rarely,556.2566609977324,,2,4,,1445,4,F,,3,2,research scientist,2,,4492.84,11681.39,4,yes,22,4.0,4,,1,,2,3.0,1,,0,0,1987,53914.11,,
1445,33,no,travel_frequently,479.5555555555556,,10,4,marketing,1446,4,M,59.94444444444445,3,2,sales executive,4,,3873.33,10070.67,8,,13,3.0,3,part time,0,,2,4.0,0,,0,0,1991,46480.0,,si
1446,30,no,non-travel,556.2566609977324,,29,1,life sciences,1447,4,M,69.53208262471655,1,2,healthcare representative,3,divorced,4492.84,11681.39,8,no,17,,4,part time,2,11.0,3,,7,,1,6,1994,53914.11,,no
1447,43,no,travel_rarely,290.03550973654063,,8,3,,1448,4,M,,3,1,laboratory technician,3,,2342.59,6090.75,4,no,13,,4,part time,0,,3,3.0,0,,0,0,1981,28111.13,,
